content,category
The printer arrived damaged. I need a refund please.,refund_request
Can I get my money back for printer? It doesn't work properly.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
I'm filing a complaint about customer support.,complaint
How do I access my account?,account_inquiry
I'm very disappointed with service.,complaint
How do I request a refund for order #78727?,refund_request
The battery life feature isn't working on my printer.,technical_support
What's the difference between headphones and tablet?,product_information
I've been waiting 3 days for refund and still nothing!,complaint
I'm having trouble download with my camera.,technical_support
I'm very disappointed with product quality.,complaint
This is unacceptable. The packaging is terrible.,complaint
The battery life feature isn't working on my tablet.,technical_support
How do I connect on my camera?,technical_support
What are the warranty of the phone?,product_information
Can you tell me more about the camera quality feature?,product_information
My camera won't install. Can you help?,technical_support
When does my subscription renew?,account_inquiry
I'm very disappointed with service.,complaint
Can I get my money back for headphones? It doesn't work properly.,refund_request
How do I request a refund for order #16363?,refund_request
I keep getting an error when trying to update.,technical_support
I'm very disappointed with packaging.,complaint
I'm very disappointed with customer support.,complaint
Is the tablet compatible with camera?,product_information
Your packaging is the worst I've experienced.,complaint
What are the dimensions of the smartwatch?,product_information
How do I update my account?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
Does the laptop come with case?,product_information
The headphones arrived damaged. I need a refund please.,refund_request
I want to return my tablet and get a refund.,refund_request
What's the difference between tablet and laptop?,product_information
This is unacceptable. The customer support is terrible.,complaint
What's the difference between laptop and headphones?,product_information
Can you tell me more about the camera quality feature?,product_information
Is the camera compatible with camera?,product_information
Is the headphones compatible with phone?,product_information
Does the headphones come with case?,product_information
Does the camera come with manual?,product_information
Is the camera compatible with tablet?,product_information
I'm filing a complaint about delivery time.,complaint
How do I update on my phone?,technical_support
I've been waiting 3 days for response and still nothing!,complaint
How do I check my account history?,account_inquiry
The warranty feature isn't working on my phone.,technical_support
I'm very disappointed with delivery time.,complaint
When does my membership renew?,account_inquiry
Can I get my money back for laptop? It doesn't work properly.,refund_request
Is the tablet compatible with laptop?,product_information
I'm filing a complaint about product quality.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
I've been waiting a month for refund and still nothing!,complaint
I'm very disappointed with packaging.,complaint
Can you tell me more about the battery life feature?,product_information
Can you tell me more about the dimensions feature?,product_information
How do I request a refund for order #50735?,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
What are the battery life of the smartwatch?,product_information
How do I request a refund for order #69999?,refund_request
My tablet won't turn on. Can you help?,technical_support
Can you tell me more about the specifications feature?,product_information
Your product quality is the worst I've experienced.,complaint
I've been waiting 2 weeks for replacement and still nothing!,complaint
How do I check my account status?,account_inquiry
Is the laptop compatible with tablet?,product_information
The tablet arrived damaged. I need a refund please.,refund_request
How do I request a refund for order #88833?,refund_request
Does the camera come with warranty?,product_information
I've been waiting over a week for replacement and still nothing!,complaint
How do I request a refund for order #24863?,refund_request
I keep getting an error when trying to connect.,technical_support
How do I update my account?,account_inquiry
This is unacceptable. The product quality is terrible.,complaint
I'm having trouble turn on with my printer.,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
Can I update my email address?,account_inquiry
The smartwatch arrived damaged. I need a refund please.,refund_request
Can I update my shipping address?,account_inquiry
This is unacceptable. The delivery time is terrible.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
The camera arrived damaged. I need a refund please.,refund_request
What are the warranty of the camera?,product_information
I'm filing a complaint about customer support.,complaint
Does the laptop come with manual?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I want to return my camera and get a refund.,refund_request
I keep getting an error when trying to turn on.,technical_support
Can I update my preferences?,account_inquiry
Does the smartwatch come with manual?,product_information
Can you tell me more about the price feature?,product_information
I keep getting an error when trying to sync.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
When does my subscription renew?,account_inquiry
Does the camera come with cables?,product_information
Your product quality is the worst I've experienced.,complaint
I'm filing a complaint about delivery time.,complaint
I want to return my smartwatch and get a refund.,refund_request
How do I verify my account?,account_inquiry
How do I turn on on my camera?,technical_support
I'm filing a complaint about service.,complaint
How do I sync on my printer?,technical_support
I want to return my tablet and get a refund.,refund_request
The smartwatch arrived damaged. I need a refund please.,refund_request
I want to return my headphones and get a refund.,refund_request
Your service is the worst I've experienced.,complaint
When does my plan renew?,account_inquiry
The phone arrived damaged. I need a refund please.,refund_request
I keep getting an error when trying to turn on.,technical_support
How do I turn on on my tablet?,technical_support
What's the difference between tablet and smartwatch?,product_information
This is unacceptable. The delivery time is terrible.,complaint
I'm filing a complaint about customer support.,complaint
I keep getting an error when trying to turn on.,technical_support
I'm filing a complaint about customer support.,complaint
How do I install on my camera?,technical_support
What are the specifications of the laptop?,product_information
This is unacceptable. The service is terrible.,complaint
Can I update my preferences?,account_inquiry
Can you tell me more about the price feature?,product_information
Your service is the worst I've experienced.,complaint
Can you tell me more about the price feature?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
Your service is the worst I've experienced.,complaint
Can I get my money back for headphones? It doesn't work properly.,refund_request
How do I verify my account?,account_inquiry
Can you tell me more about the specifications feature?,product_information
The headphones arrived damaged. I need a refund please.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
The camera quality feature isn't working on my tablet.,technical_support
I've been waiting a month for order and still nothing!,complaint
I'm having trouble connect with my phone.,technical_support
This is unacceptable. The product quality is terrible.,complaint
I've been waiting 3 days for order and still nothing!,complaint
How do I request a refund for order #88687?,refund_request
How do I request a refund for order #76366?,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
When does my membership renew?,account_inquiry
I keep getting an error when trying to install.,technical_support
My headphones won't charge. Can you help?,technical_support
I keep getting an error when trying to connect.,technical_support
What's the difference between camera and printer?,product_information
How do I request a refund for order #15457?,refund_request
I want to return my camera and get a refund.,refund_request
I keep getting an error when trying to sync.,technical_support
Can I get my money back for tablet? It doesn't work properly.,refund_request
Can you tell me more about the warranty feature?,product_information
My camera won't install. Can you help?,technical_support
I keep getting an error when trying to update.,technical_support
Your product quality is the worst I've experienced.,complaint
I keep getting an error when trying to sync.,technical_support
Can I get my money back for headphones? It doesn't work properly.,refund_request
Can I update my preferences?,account_inquiry
Can you tell me more about the price feature?,product_information
I've been waiting 2 weeks for response and still nothing!,complaint
How do I check my account history?,account_inquiry
When does my plan renew?,account_inquiry
How do I request a refund for order #94349?,refund_request
I'm having trouble sync with my tablet.,technical_support
How do I sync on my headphones?,technical_support
Can you tell me more about the specifications feature?,product_information
Does the tablet come with warranty?,product_information
How do I check my account history?,account_inquiry
How do I check my account settings?,account_inquiry
I'm very disappointed with product quality.,complaint
My smartwatch won't turn on. Can you help?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
How do I request a refund for order #75540?,refund_request
How do I access my account?,account_inquiry
Your packaging is the worst I've experienced.,complaint
What are the dimensions of the camera?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I'm filing a complaint about packaging.,complaint
I'm having trouble download with my phone.,technical_support
What's the difference between tablet and headphones?,product_information
I'm very disappointed with product quality.,complaint
How do I charge on my tablet?,technical_support
Can I get my money back for printer? It doesn't work properly.,refund_request
I've been waiting 3 days for refund and still nothing!,complaint
I want to return my printer and get a refund.,refund_request
This is unacceptable. The packaging is terrible.,complaint
I want to return my camera and get a refund.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
When does my subscription renew?,account_inquiry
How do I request a refund for order #44132?,refund_request
How do I sync on my tablet?,technical_support
Can you tell me more about the dimensions feature?,product_information
How do I update my account?,account_inquiry
How do I sync on my headphones?,technical_support
I've been waiting too long for response and still nothing!,complaint
Can you tell me more about the price feature?,product_information
The phone arrived damaged. I need a refund please.,refund_request
What are the specifications of the headphones?,product_information
The price feature isn't working on my tablet.,technical_support
How do I check my account balance?,account_inquiry
The battery life feature isn't working on my camera.,technical_support
Is the headphones compatible with laptop?,product_information
I want to return my tablet and get a refund.,refund_request
I want to return my camera and get a refund.,refund_request
Is the smartwatch compatible with headphones?,product_information
How do I turn on on my camera?,technical_support
The specifications feature isn't working on my camera.,technical_support
I'm having trouble install with my headphones.,technical_support
Your delivery time is the worst I've experienced.,complaint
How do I check my account balance?,account_inquiry
I want to return my printer and get a refund.,refund_request
How do I sync on my printer?,technical_support
Your packaging is the worst I've experienced.,complaint
Your customer support is the worst I've experienced.,complaint
What are the camera quality of the smartwatch?,product_information
I'm filing a complaint about customer support.,complaint
How do I change my account?,account_inquiry
I've been waiting 2 weeks for refund and still nothing!,complaint
I keep getting an error when trying to update.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
Can I get my money back for headphones? It doesn't work properly.,refund_request
This is unacceptable. The product quality is terrible.,complaint
Is the tablet compatible with headphones?,product_information
What are the warranty of the headphones?,product_information
Does the smartwatch come with manual?,product_information
I keep getting an error when trying to charge.,technical_support
I'm filing a complaint about product quality.,complaint
My phone won't turn on. Can you help?,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
This is unacceptable. The product quality is terrible.,complaint
This is unacceptable. The packaging is terrible.,complaint
Can I get my money back for headphones? It doesn't work properly.,refund_request
What are the price of the camera?,product_information
I'm very disappointed with customer support.,complaint
Is the smartwatch compatible with smartwatch?,product_information
How do I check my account settings?,account_inquiry
This is unacceptable. The product quality is terrible.,complaint
How do I sync on my printer?,technical_support
This is unacceptable. The customer support is terrible.,complaint
When does my subscription renew?,account_inquiry
I'm filing a complaint about delivery time.,complaint
How do I charge on my phone?,technical_support
Can I update my email address?,account_inquiry
The warranty feature isn't working on my smartwatch.,technical_support
Does the headphones come with case?,product_information
The headphones arrived damaged. I need a refund please.,refund_request
When does my service renew?,account_inquiry
I've been waiting 3 days for response and still nothing!,complaint
Does the printer come with case?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
Your product quality is the worst I've experienced.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
My headphones won't charge. Can you help?,technical_support
What's the difference between phone and laptop?,product_information
The price feature isn't working on my phone.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
Does the headphones come with cables?,product_information
The phone arrived damaged. I need a refund please.,refund_request
What's the difference between phone and headphones?,product_information
How do I turn on on my tablet?,technical_support
How do I request a refund for order #87456?,refund_request
My camera won't sync. Can you help?,technical_support
How do I update my account?,account_inquiry
My phone won't install. Can you help?,technical_support
How do I check my account status?,account_inquiry
This is unacceptable. The product quality is terrible.,complaint
Is the phone compatible with headphones?,product_information
I want to return my headphones and get a refund.,refund_request
Can I update my preferences?,account_inquiry
Can I get my money back for laptop? It doesn't work properly.,refund_request
Can you tell me more about the warranty feature?,product_information
I'm very disappointed with packaging.,complaint
The phone arrived damaged. I need a refund please.,refund_request
Is the phone compatible with printer?,product_information
This is unacceptable. The packaging is terrible.,complaint
I'd like to cancel my order and receive a full refund.,refund_request
I'm filing a complaint about packaging.,complaint
How do I change my account?,account_inquiry
How do I access my account?,account_inquiry
Can I get my money back for tablet? It doesn't work properly.,refund_request
I'm filing a complaint about service.,complaint
Is the headphones compatible with camera?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
I want to return my headphones and get a refund.,refund_request
How do I check my account status?,account_inquiry
What are the price of the laptop?,product_information
This is unacceptable. The service is terrible.,complaint
How do I update my account?,account_inquiry
When does my membership renew?,account_inquiry
What are the specifications of the smartwatch?,product_information
Does the phone come with cables?,product_information
How do I check my account balance?,account_inquiry
I'm filing a complaint about service.,complaint
How do I check my account settings?,account_inquiry
How do I check my account status?,account_inquiry
The printer arrived damaged. I need a refund please.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
Does the printer come with manual?,product_information
How do I check my account history?,account_inquiry
I'm having trouble charge with my headphones.,technical_support
I'm filing a complaint about service.,complaint
I'm having trouble update with my phone.,technical_support
The specifications feature isn't working on my camera.,technical_support
Is the phone compatible with printer?,product_information
How do I delete my account?,account_inquiry
I want to return my laptop and get a refund.,refund_request
I keep getting an error when trying to charge.,technical_support
What's the difference between camera and tablet?,product_information
The laptop arrived damaged. I need a refund please.,refund_request
How do I check my account status?,account_inquiry
What's the difference between printer and phone?,product_information
How do I delete my account?,account_inquiry
I'm very disappointed with delivery time.,complaint
My printer won't charge. Can you help?,technical_support
Can you tell me more about the camera quality feature?,product_information
My printer won't download. Can you help?,technical_support
What are the dimensions of the smartwatch?,product_information
Does the phone come with manual?,product_information
Can I update my preferences?,account_inquiry
Your service is the worst I've experienced.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
When does my subscription renew?,account_inquiry
The dimensions feature isn't working on my laptop.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
Your delivery time is the worst I've experienced.,complaint
I keep getting an error when trying to install.,technical_support
Your customer support is the worst I've experienced.,complaint
What's the difference between headphones and headphones?,product_information
I'm filing a complaint about packaging.,complaint
How do I check my account settings?,account_inquiry
I've been waiting too long for refund and still nothing!,complaint
I'm having trouble download with my tablet.,technical_support
When does my subscription renew?,account_inquiry
What's the difference between camera and tablet?,product_information
The camera arrived damaged. I need a refund please.,refund_request
I keep getting an error when trying to turn on.,technical_support
This is unacceptable. The product quality is terrible.,complaint
Your customer support is the worst I've experienced.,complaint
This is unacceptable. The service is terrible.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
I'm very disappointed with service.,complaint
When does my plan renew?,account_inquiry
Your product quality is the worst I've experienced.,complaint
I want to return my headphones and get a refund.,refund_request
What's the difference between phone and phone?,product_information
The laptop arrived damaged. I need a refund please.,refund_request
When does my service renew?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
The warranty feature isn't working on my phone.,technical_support
How do I check my account status?,account_inquiry
I've been waiting 3 days for response and still nothing!,complaint
What are the battery life of the headphones?,product_information
I've been waiting 2 weeks for order and still nothing!,complaint
The specifications feature isn't working on my tablet.,technical_support
When does my membership renew?,account_inquiry
I'm having trouble turn on with my printer.,technical_support
Can you tell me more about the dimensions feature?,product_information
I'm very disappointed with packaging.,complaint
I'm very disappointed with customer support.,complaint
I'm very disappointed with service.,complaint
Can I get my money back for printer? It doesn't work properly.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
How do I request a refund for order #31788?,refund_request
What's the difference between tablet and headphones?,product_information
I'm very disappointed with service.,complaint
How do I update my account?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
How do I turn on on my headphones?,technical_support
I'm filing a complaint about delivery time.,complaint
How do I check my account settings?,account_inquiry
Does the smartwatch come with cables?,product_information
How do I check my account history?,account_inquiry
This is unacceptable. The packaging is terrible.,complaint
How do I charge on my laptop?,technical_support
I want to return my tablet and get a refund.,refund_request
How do I check my account status?,account_inquiry
This is unacceptable. The packaging is terrible.,complaint
When does my membership renew?,account_inquiry
When does my subscription renew?,account_inquiry
How do I change my account?,account_inquiry
How do I delete my account?,account_inquiry
I want to return my tablet and get a refund.,refund_request
Can you tell me more about the warranty feature?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
How do I update on my smartwatch?,technical_support
When does my membership renew?,account_inquiry
How do I verify my account?,account_inquiry
How do I request a refund for order #29618?,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
How do I check my account status?,account_inquiry
How do I charge on my camera?,technical_support
Can I get my money back for camera? It doesn't work properly.,refund_request
Can I get my money back for phone? It doesn't work properly.,refund_request
How do I delete my account?,account_inquiry
What are the dimensions of the phone?,product_information
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
The camera arrived damaged. I need a refund please.,refund_request
How do I request a refund for order #60504?,refund_request
The printer arrived damaged. I need a refund please.,refund_request
How do I request a refund for order #63378?,refund_request
I've been waiting 2 weeks for response and still nothing!,complaint
This is unacceptable. The packaging is terrible.,complaint
I'm having trouble update with my camera.,technical_support
When does my plan renew?,account_inquiry
What are the price of the smartwatch?,product_information
This is unacceptable. The product quality is terrible.,complaint
I keep getting an error when trying to sync.,technical_support
I'm filing a complaint about product quality.,complaint
What are the camera quality of the printer?,product_information
How do I download on my tablet?,technical_support
I want to return my phone and get a refund.,refund_request
How do I charge on my tablet?,technical_support
What's the difference between smartwatch and camera?,product_information
How do I connect on my smartwatch?,technical_support
How do I delete my account?,account_inquiry
Is the smartwatch compatible with camera?,product_information
Can I update my shipping address?,account_inquiry
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
The camera arrived damaged. I need a refund please.,refund_request
How do I delete my account?,account_inquiry
The camera arrived damaged. I need a refund please.,refund_request
Can I get my money back for tablet? It doesn't work properly.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
How do I request a refund for order #90621?,refund_request
I want to return my laptop and get a refund.,refund_request
I'm having trouble connect with my camera.,technical_support
I keep getting an error when trying to charge.,technical_support
What are the specifications of the camera?,product_information
The camera arrived damaged. I need a refund please.,refund_request
How do I charge on my camera?,technical_support
Does the printer come with manual?,product_information
I want to return my laptop and get a refund.,refund_request
Your customer support is the worst I've experienced.,complaint
I keep getting an error when trying to sync.,technical_support
Can you tell me more about the specifications feature?,product_information
Your packaging is the worst I've experienced.,complaint
I'm very disappointed with packaging.,complaint
Is the printer compatible with printer?,product_information
Is the phone compatible with smartwatch?,product_information
How do I download on my tablet?,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
I'm filing a complaint about customer support.,complaint
This is unacceptable. The customer support is terrible.,complaint
Can you tell me more about the warranty feature?,product_information
I've been waiting too long for replacement and still nothing!,complaint
I've been waiting a month for order and still nothing!,complaint
Can I update my shipping address?,account_inquiry
Your packaging is the worst I've experienced.,complaint
When does my service renew?,account_inquiry
When does my plan renew?,account_inquiry
How do I check my account history?,account_inquiry
How do I turn on on my laptop?,technical_support
What's the difference between laptop and headphones?,product_information
I'm having trouble connect with my camera.,technical_support
This is unacceptable. The packaging is terrible.,complaint
Does the printer come with cables?,product_information
Can you tell me more about the price feature?,product_information
Is the camera compatible with phone?,product_information
Can I get my money back for laptop? It doesn't work properly.,refund_request
Is the tablet compatible with laptop?,product_information
My headphones won't update. Can you help?,technical_support
I want to return my tablet and get a refund.,refund_request
Can I update my email address?,account_inquiry
What are the price of the smartwatch?,product_information
I'm having trouble charge with my camera.,technical_support
I'm very disappointed with packaging.,complaint
Can I get my money back for phone? It doesn't work properly.,refund_request
I want to return my headphones and get a refund.,refund_request
I'm filing a complaint about customer support.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
How do I update my account?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
What's the difference between smartwatch and laptop?,product_information
How do I request a refund for order #80830?,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
The warranty feature isn't working on my phone.,technical_support
I've been waiting 3 days for refund and still nothing!,complaint
I forgot my password. Can you help me reset it?,account_inquiry
This is unacceptable. The packaging is terrible.,complaint
What's the difference between printer and headphones?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
How do I request a refund for order #46236?,refund_request
Can I update my payment method?,account_inquiry
I've been waiting 2 weeks for refund and still nothing!,complaint
I've been waiting 2 weeks for order and still nothing!,complaint
I've been waiting a month for response and still nothing!,complaint
Does the phone come with warranty?,product_information
This is unacceptable. The packaging is terrible.,complaint
How do I check my account history?,account_inquiry
Is the headphones compatible with camera?,product_information
Your service is the worst I've experienced.,complaint
The warranty feature isn't working on my tablet.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
My camera won't connect. Can you help?,technical_support
I keep getting an error when trying to connect.,technical_support
The warranty feature isn't working on my laptop.,technical_support
I keep getting an error when trying to connect.,technical_support
Is the camera compatible with camera?,product_information
What's the difference between camera and headphones?,product_information
Is the laptop compatible with laptop?,product_information
Can I get my money back for phone? It doesn't work properly.,refund_request
How do I check my account settings?,account_inquiry
Can I get my money back for printer? It doesn't work properly.,refund_request
How do I request a refund for order #24866?,refund_request
How do I request a refund for order #86341?,refund_request
How do I request a refund for order #29632?,refund_request
I want to return my printer and get a refund.,refund_request
How do I request a refund for order #90435?,refund_request
I want to return my smartwatch and get a refund.,refund_request
What's the difference between headphones and tablet?,product_information
Your delivery time is the worst I've experienced.,complaint
I'm having trouble install with my laptop.,technical_support
I'm filing a complaint about customer support.,complaint
Can I get my money back for printer? It doesn't work properly.,refund_request
How do I check my account settings?,account_inquiry
I keep getting an error when trying to charge.,technical_support
Does the laptop come with case?,product_information
How do I sync on my printer?,technical_support
I'd like to cancel my order and receive a full refund.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
Is the tablet compatible with tablet?,product_information
The headphones arrived damaged. I need a refund please.,refund_request
How do I access my account?,account_inquiry
I'm having trouble charge with my printer.,technical_support
Can I update my email address?,account_inquiry
When does my service renew?,account_inquiry
My smartwatch won't download. Can you help?,technical_support
Can you tell me more about the specifications feature?,product_information
How do I check my account balance?,account_inquiry
Is the camera compatible with tablet?,product_information
When does my membership renew?,account_inquiry
How do I check my account balance?,account_inquiry
My printer won't install. Can you help?,technical_support
When does my membership renew?,account_inquiry
Can you tell me more about the warranty feature?,product_information
This is unacceptable. The product quality is terrible.,complaint
Can I get my money back for printer? It doesn't work properly.,refund_request
When does my plan renew?,account_inquiry
Is the laptop compatible with laptop?,product_information
Can you tell me more about the warranty feature?,product_information
I keep getting an error when trying to install.,technical_support
What's the difference between tablet and phone?,product_information
This is unacceptable. The customer support is terrible.,complaint
I'd like to cancel my order and receive a full refund.,refund_request
I keep getting an error when trying to download.,technical_support
What's the difference between laptop and smartwatch?,product_information
I'm very disappointed with customer support.,complaint
Can I get my money back for headphones? It doesn't work properly.,refund_request
This is unacceptable. The delivery time is terrible.,complaint
How do I request a refund for order #21246?,refund_request
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
The camera arrived damaged. I need a refund please.,refund_request
How do I access my account?,account_inquiry
Can I get my money back for laptop? It doesn't work properly.,refund_request
Can I update my payment method?,account_inquiry
Does the printer come with manual?,product_information
The phone arrived damaged. I need a refund please.,refund_request
I'm having trouble update with my headphones.,technical_support
I forgot my password. Can you help me reset it?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
I'm filing a complaint about service.,complaint
Is the smartwatch compatible with camera?,product_information
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
Your product quality is the worst I've experienced.,complaint
How do I request a refund for order #39082?,refund_request
Can I update my email address?,account_inquiry
Can I get my money back for phone? It doesn't work properly.,refund_request
How do I sync on my tablet?,technical_support
How do I check my account balance?,account_inquiry
Does the laptop come with cables?,product_information
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
How do I access my account?,account_inquiry
What's the difference between tablet and printer?,product_information
I've been waiting 3 days for replacement and still nothing!,complaint
How do I check my account balance?,account_inquiry
I want to return my printer and get a refund.,refund_request
What are the warranty of the camera?,product_information
How do I request a refund for order #10980?,refund_request
When does my plan renew?,account_inquiry
How do I delete my account?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
I want to return my smartwatch and get a refund.,refund_request
I keep getting an error when trying to turn on.,technical_support
Can you tell me more about the battery life feature?,product_information
I want to return my printer and get a refund.,refund_request
Can I get my money back for camera? It doesn't work properly.,refund_request
How do I sync on my camera?,technical_support
How do I check my account history?,account_inquiry
I want to return my camera and get a refund.,refund_request
Can you tell me more about the dimensions feature?,product_information
What are the specifications of the phone?,product_information
How do I turn on on my smartwatch?,technical_support
What are the dimensions of the laptop?,product_information
When does my subscription renew?,account_inquiry
How do I charge on my laptop?,technical_support
I've been waiting a month for order and still nothing!,complaint
Does the printer come with charger?,product_information
This is unacceptable. The packaging is terrible.,complaint
Can I update my shipping address?,account_inquiry
I want to return my smartwatch and get a refund.,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
Can you tell me more about the battery life feature?,product_information
Does the headphones come with warranty?,product_information
Can you tell me more about the dimensions feature?,product_information
I'm filing a complaint about customer support.,complaint
I'm filing a complaint about customer support.,complaint
What are the camera quality of the camera?,product_information
When does my plan renew?,account_inquiry
How do I request a refund for order #86513?,refund_request
Can you tell me more about the price feature?,product_information
I'd like to cancel my order and receive a full refund.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
This is unacceptable. The packaging is terrible.,complaint
How do I check my account balance?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
I want to return my camera and get a refund.,refund_request
When does my subscription renew?,account_inquiry
Can I get my money back for tablet? It doesn't work properly.,refund_request
Can I get my money back for tablet? It doesn't work properly.,refund_request
I'd like to cancel my order and receive a full refund.,refund_request
How do I check my account settings?,account_inquiry
I'm having trouble install with my smartwatch.,technical_support
How do I verify my account?,account_inquiry
How do I update my account?,account_inquiry
This is unacceptable. The delivery time is terrible.,complaint
Your service is the worst I've experienced.,complaint
I've been waiting a month for refund and still nothing!,complaint
The smartwatch arrived damaged. I need a refund please.,refund_request
I'm having trouble install with my smartwatch.,technical_support
The smartwatch arrived damaged. I need a refund please.,refund_request
What are the battery life of the tablet?,product_information
I'm very disappointed with service.,complaint
When does my service renew?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
This is unacceptable. The customer support is terrible.,complaint
My tablet won't charge. Can you help?,technical_support
How do I request a refund for order #62864?,refund_request
I've been waiting too long for replacement and still nothing!,complaint
What's the difference between tablet and headphones?,product_information
What's the difference between headphones and headphones?,product_information
I keep getting an error when trying to download.,technical_support
Does the laptop come with warranty?,product_information
How do I access my account?,account_inquiry
I forgot my password. Can you help me reset it?,account_inquiry
What are the price of the laptop?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I want to return my tablet and get a refund.,refund_request
Can I get my money back for tablet? It doesn't work properly.,refund_request
I'm very disappointed with customer support.,complaint
I'd like to cancel my order and receive a full refund.,refund_request
Can I get my money back for printer? It doesn't work properly.,refund_request
I'm very disappointed with delivery time.,complaint
I forgot my password. Can you help me reset it?,account_inquiry
How do I check my account balance?,account_inquiry
I've been waiting 2 weeks for refund and still nothing!,complaint
I want to return my printer and get a refund.,refund_request
I've been waiting over a week for response and still nothing!,complaint
Does the camera come with warranty?,product_information
The price feature isn't working on my laptop.,technical_support
Can I get my money back for printer? It doesn't work properly.,refund_request
How do I charge on my laptop?,technical_support
I'm very disappointed with delivery time.,complaint
Your product quality is the worst I've experienced.,complaint
How do I turn on on my smartwatch?,technical_support
How do I request a refund for order #83256?,refund_request
I forgot my password. Can you help me reset it?,account_inquiry
The printer arrived damaged. I need a refund please.,refund_request
How do I check my account history?,account_inquiry
This is unacceptable. The service is terrible.,complaint
This is unacceptable. The delivery time is terrible.,complaint
I'm filing a complaint about product quality.,complaint
I'm very disappointed with delivery time.,complaint
Is the tablet compatible with printer?,product_information
The printer arrived damaged. I need a refund please.,refund_request
What's the difference between headphones and printer?,product_information
When does my plan renew?,account_inquiry
When does my subscription renew?,account_inquiry
How do I request a refund for order #71141?,refund_request
The headphones arrived damaged. I need a refund please.,refund_request
Does the headphones come with warranty?,product_information
I forgot my password. Can you help me reset it?,account_inquiry
I'd like to cancel my order and receive a full refund.,refund_request
I'm having trouble install with my laptop.,technical_support
Does the tablet come with case?,product_information
The warranty feature isn't working on my phone.,technical_support
Your product quality is the worst I've experienced.,complaint
Can you tell me more about the camera quality feature?,product_information
Does the phone come with warranty?,product_information
How do I delete my account?,account_inquiry
What are the camera quality of the printer?,product_information
I keep getting an error when trying to charge.,technical_support
What's the difference between smartwatch and smartwatch?,product_information
Is the camera compatible with camera?,product_information
How do I check my account history?,account_inquiry
Can I get my money back for smartwatch? It doesn't work properly.,refund_request
The tablet arrived damaged. I need a refund please.,refund_request
How do I charge on my printer?,technical_support
Can you tell me more about the dimensions feature?,product_information
Can I get my money back for laptop? It doesn't work properly.,refund_request
What are the specifications of the smartwatch?,product_information
This is unacceptable. The customer support is terrible.,complaint
Can you tell me more about the dimensions feature?,product_information
